Application Date,Age,Annual Income,Credit Score,Employment Status,Experience,Loan Amount,Loan Duration,Home Ownership Status,Monthly Debt Payments,CreditCard Utilization Rate,Number Of Open CreditLines,Number Of CreditInquiries,Debt To Income Ratio,Bankruptcy History,Loan Purpose,Payment History,Length Of Credit History,Total Assets,Total Liabilities,Monthly Income,Job Tenure,Net Worth,Interest Rate,Monthly Loan Payment,Loan Approved,Risk Score
02/28/2045,27,55025,457,Employed,5,21904,24,Rent,242,0.484097938529475,2,2,0.387601038650971,0,Other,17,18,78238,10159,4585.41666666666,4,68079,0.255265701849219,1174.84476579957,0,53
03/01/2045,42,59704,507,Employed,22,32353,72,Rent,992,0.407496793910909,7,1,0.218347665588371,0,Auto,27,15,29258,27753,4975.33333333333,4,1505,0.339686514634314,1057.55051518124,0,53
03/02/2045,19,99186,538,Employed,0,17832,48,Mortgage,420,0.407597659239769,5,1,0.452667916106056,0,Home,28,26,25506,127447,8265.5,6,5353,0.28033594109515,621.8263024181,1,44.8
03/03/2045,52,55979,584,Employed,30,17780,60,Rent,576,0.0898758757825479,0,3,0.0990397430747483,0,Other,28,13,39425,25680,4664.91666666666,8,13745,0.184624,455.97950831709,1,39.2
03/04/2045,40,47753,581,Employed,19,13804,84,Mortgage,526,0.227325828489454,4,0,0.422564052512842,0,Education,17,29,45867,12891,3979.41666666666,2,32976,0.211102308564713,315.828654447546,0,57
03/05/2045,33,16913,532,Employed,5,9586,60,Own,917,0.356221156040371,2,1,0.457196860523433,0,Other,22,2,45275,2820,1409.41666666666,5,42455,0.23551633750919,273.280633312587,0,62
03/06/2045,29,31617,472,Employed,5,21719,36,Other,391,0.374285220215784,2,0,0.142956539646039,0,Debt Consolidation,19,1,24528,8127,2634.75,5,16401,0.277980809574081,896.008150579264,0,55
03/07/2045,37,40239,599,Employed,10,12174,36,Mortgage,665,0.63754489924897,5,0,0.388165957459895,0,Debt Consolidation,25,11,129462,19310,3353.25,6,110152,0.201898257873038,453.607808800299,1,42.4
03/08/2045,48,40080,575,Unemployed,23,16938,60,Own,339,0.311111021292537,1,1,0.517427183776086,0,Other,19,21,205027,8300,3340,6,196727,0.232549239954926,479.974265866816,0,58
03/09/2045,46,82660,640,Employed,25,5761,60,Mortgage,479,0.369693053972933,5,2,0.091801916420746,0,Debt Consolidation,30,14,1284889,20507,6888.33333333333,3,1264382,0.176945154755541,145.335842990657,1,30.4
03/10/2045,31,29074,600,Employed,8,13423,60,Rent,474,0.123423108093683,4,0,0.314587332433028,1,Debt Consolidation,31,26,14884,5544,2422.83333333333,2,9340,0.244559585810559,389.713046129143,0,64
03/11/2045,29,116651,605,Employed,7,8537,48,Mortgage,509,0.344717699381921,4,1,0.0765968867306682,0,Home,16,2,40983,37563,9720.91666666666,7,3420,0.171111290703908,246.826598817853,1,40
03/12/2045,47,16959,659,Employed,25,23599,36,Mortgage,481,0.398446305762456,2,2,0.455778401613583,0,Education,17,28,69778,82294,1413.25,3,2846,0.165172110265919,835.709370762981,0,52
03/13/2045,31,66571,595,Employed,10,5817,84,Rent,190,0.163416971163023,4,0,0.46902411178792,0,Auto,25,7,27115,14155,5547.58333333333,4,12960,0.259583177943584,150.820645330891,0,56
03/14/2045,40,108774,589,Employed,18,19006,60,Other,201,0.530048258634638,4,1,0.319938241246333,0,Home,17,3,19185,8575,9064.5,6,10610,0.261374734066615,570.596412000847,1,45.6
03/15/2045,41,65412,585,Employed,18,18997,12,Rent,652,0.499734958040101,3,1,0.249723163044053,1,Auto,28,7,78079,36759,5451,4,41320,0.194330196803288,1754.62685736906,0,66
03/16/2045,43,94197,479,Employed,20,18360,60,Rent,701,0.173833726619624,4,0,0.475484209681295,0,Debt Consolidation,13,12,111244,9811,7849.75,6,101433,0.304050875443582,598.584791492436,1,40
03/17/2045,50,46621,578,Employed,27,35848,72,Rent,876,0.297130028837684,3,1,0.253069863915424,0,Debt Consolidation,30,4,26250,208654,3885.08333333333,5,7946,0.276362185481667,1024.43088801576,0,56
03/18/2045,24,95552,541,Employed,2,16346,60,Rent,350,0.393234850183016,5,2,0.148327954728781,0,Auto,31,14,18611,14186,7962.66666666666,1,4425,0.286261518999445,515.13854046366,0,49
03/19/2045,18,27607,579,Employed,0,12554,72,Rent,998,0.385934873103997,6,0,0.190806115815807,0,Debt Consolidation,19,11,46584,19421,2300.58333333333,3,27163,0.253329720620531,340.738856618482,0,52
03/20/2045,33,33893,601,Employed,11,9783,60,Own,305,0.233140846826378,3,1,0.109825043614272,0,Home,24,13,34127,36920,2824.41666666666,5,5303,0.231254515960809,276.492962946898,0,48
03/21/2045,61,187836,628,Employed,36,19497,120,Mortgage,229,0.388648263524706,2,2,0.289187146596027,0,Home,15,20,136572,220156,15653,8,7478,0.253400517783314,448.225770984241,1,37.6
03/22/2045,64,88632,697,Employed,45,28819,84,Rent,503,0.0562770181791281,4,0,0.659307892699814,0,Debt Consolidation,20,24,28979,18715,7386,5,10264,0.198682203792026,637.675681617552,1,40
03/23/2045,61,97746,609,Self-Employed,37,65622,36,Mortgage,864,0.026078789309214,2,1,0.327355053708012,0,Auto,24,26,31405,9852,8145.5,6,21553,0.253334945950327,2620.70771376482,0,52
03/24/2045,37,75896,526,Self-Employed,14,40987,24,Rent,186,0.297752732977667,3,1,0.196668452315531,0,Home,16,20,349413,27292,6324.66666666666,4,322121,0.242363222689355,2171.86510965415,0,47
03/25/2045,18,75393,553,Unemployed,0,33748,48,Rent,519,0.367613912929617,4,1,0.197109401073691,0,Other,23,6,57363,125108,6282.75,6,9933,0.296787102860257,1208.83203162832,0,61
03/26/2045,18,15000,585,Employed,0,17728,48,Other,175,0.280764806189126,3,2,0.180728781034155,0,Home,20,4,38586,200305,1250,5,4366,0.225757321286896,564.095548324208,0,55
03/27/2045,32,61203,611,Self-Employed,9,19904,24,Mortgage,212,0.561141910935918,1,1,0.216092762777864,0,Home,24,13,11742,13660,5100.25,3,8679,0.181101058303326,994.748555046433,1,42.4
03/28/2045,37,47915,628,Employed,13,71561,24,Mortgage,667,0.442870400025672,1,0,0.816469547805132,0,Education,22,21,21813,8444,3992.91666666666,7,13369,0.1860488,3593.56843608072,0,57
03/29/2045,55,111521,664,Self-Employed,36,39969,12,Other,510,0.399567597488404,3,1,0.169255616244474,0,Auto,20,5,13000,29542,9293.41666666666,8,9969,0.172729387311716,3650.5418430861,0,48
03/30/2045,50,24294,548,Employed,26,28033,12,Rent,1565,0.567923253590591,2,0,0.0446105803178796,0,Education,21,12,70901,69919,2024.5,11,3615,0.239725411356652,2650.41667025355,0,53
03/31/2045,42,100764,630,Employed,20,13615,60,Mortgage,299,0.203756817948395,0,4,0.289383337561136,0,Auto,24,10,66414,25564,8397,1,40850,0.176302851661479,342.999052688462,1,38.4
04/01/2045,29,19955,503,Employed,4,10364,36,Other,224,0.458647728036621,1,2,0.432249708021325,0,Home,25,11,50791,17538,1662.91666666666,4,33253,0.218084715094164,394.779693564848,0,59
04/02/2045,28,40643,632,Employed,9,14662,12,Mortgage,322,0.292774513212284,2,0,0.36073369249042,0,Auto,25,25,20032,25499,3386.91666666666,5,9079,0.144304033489734,1319.42979799237,0,52
04/03/2045,43,18968,626,Employed,16,22558,36,Mortgage,693,0.277022673967967,5,2,0.330478628234374,0,Home,20,9,131398,46830,1580.66666666666,5,84568,0.186112216153312,822.459102136531,0,52
04/04/2045,48,35962,510,Employed,27,13687,96,Rent,499,0.446385792851258,6,2,0.123421897516008,0,Other,17,4,54757,31999,2996.83333333333,9,22758,0.2769289947777,355.654082297581,0,55
04/05/2045,44,52455,597,Employed,19,21014,96,Other,482,0.270721573873256,1,1,0.232239272633971,0,Home,23,6,464620,8245,4371.25,7,456375,0.280252600881067,550.818192374214,0,48
04/06/2045,27,72843,455,Employed,5,18834,36,Mortgage,394,0.384516275548914,1,1,0.359271235119662,0,Home,29,1,11878,10309,6070.25,10,1569,0.243136427403914,742.016684111684,0,58
04/07/2045,47,51496,642,Employed,26,17433,60,Mortgage,889,0.0768894638816724,2,0,0.508939142506117,0,Other,26,4,415522,28312,4291.33333333333,6,387210,0.229160798430795,490.604308040526,0,51
04/08/2045,45,25569,643,Employed,22,35832,48,Mortgage,416,0.504376316694346,1,1,0.267866701546573,0,Education,31,9,39843,3095,2130.75,6,36748,0.244155020513037,1176.43495999805,0,53
04/09/2045,27,15000,603,Employed,2,22593,36,Mortgage,536,0.167781488252588,2,1,0.259024700924189,0,Debt Consolidation,22,16,29769,29017,1250,2,7100,0.221032256479321,864.043881958879,0,50
04/10/2045,30,71906,546,Unemployed,11,33411,60,Rent,421,0.375869466956983,0,2,0.403517311235172,0,Education,28,1,14683,12438,5992.16666666666,4,2245,0.296146771989973,1073.0650180916,0,63
04/11/2045,48,38723,559,Employed,24,28364,48,Rent,817,0.400749260574974,3,0,0.4907375727991,0,Education,25,11,38328,39899,3226.91666666666,9,4047,0.253640560189836,946.237259101429,0,58
04/12/2045,37,33926,561,Employed,15,16792,48,Rent,363,0.553884769903815,2,0,0.302670421568015,0,Education,27,24,23402,61779,2827.16666666666,6,10182,0.227244769320529,535.67664163623,0,56
04/13/2045,59,124902,583,Employed,35,16846,48,Other,229,0.734895229138286,2,1,0.130516872740173,0,Home,19,17,294053,10716,10408.5,0,283337,0.2644152,572.194277633268,1,35.2
04/14/2045,46,52030,628,Self-Employed,23,37136,84,Rent,494,0.128685655598004,2,1,0.284336517028356,0,Home,18,29,129252,11155,4335.83333333333,9,118097,0.223706806846406,878.465416407297,0,47
04/15/2045,34,42396,571,Employed,13,40191,36,Rent,258,0.276276581738464,3,1,0.0948371222921973,0,Auto,27,22,92854,142121,3533,3,6322,0.209403054731345,1512.96707896223,0,57
04/16/2045,39,48010,536,Employed,19,35139,72,Other,356,0.917380081554268,6,1,0.350114293339044,0,Debt Consolidation,26,12,25037,5963,4000.83333333333,8,19074,0.294091128036872,1043.77841872451,0,58
04/17/2045,40,122377,616,Employed,16,31705,48,Other,332,0.197244563984698,3,0,0.257261906525157,0,Auto,31,1,25946,22442,10198.0833333333,7,3504,0.233189344953964,1021.74003363299,0,56
04/18/2045,31,75630,602,Employed,7,18821,36,Rent,361,0.128911341223311,4,0,0.312038669969036,0,Home,23,18,47980,8329,6302.5,5,39651,0.215634286619751,714.538734880057,1,40
04/19/2045,29,15000,582,Self-Employed,5,19814,24,Rent,303,0.690212831250019,3,0,0.422971806739806,0,Home,37,22,33279,8852,1250,0,24427,0.167160745689123,976.94803439609,0,63
04/20/2045,48,32622,637,Employed,25,14557,36,Mortgage,188,0.176431323719275,3,0,0.127795007545974,0,Debt Consolidation,25,2,17269,46439,2718.5,2,10251,0.168247451538694,517.727959175391,0,51
04/21/2045,50,45604,655,Employed,26,57074,36,Rent,320,0.460348472504898,2,3,0.381200131118837,0,Auto,17,3,175103,7199,3800.33333333333,6,167904,0.196657981106124,2111.36802511905,0,49
04/22/2045,47,85092,526,Unemployed,22,29675,36,Rent,334,0.293332562146607,3,1,0.467192115262449,0,Auto,21,28,30562,175125,7091,7,9663,0.228949752947573,1147.08723374863,1,46.4
04/23/2045,58,21820,609,Employed,39,38990,36,Own,336,0.253432970219819,4,0,0.100648044366189,0,Auto,23,12,33896,29892,1818.33333333333,6,4004,0.257379111107728,1565.49282532714,0,55
04/24/2045,33,49458,556,Self-Employed,15,23534,84,Rent,369,0.0322171779918473,1,0,0.305581873321621,0,Other,30,15,21165,16071,4121.5,8,5094,0.245688508184622,589.212000102121,0,57
04/25/2045,60,48399,615,Employed,34,9603,60,Other,444,0.194683766914047,3,0,0.0476431178005154,0,Home,27,23,71622,164356,4033.25,4,1641,0.225998431357922,268.509880673353,0,47
04/26/2045,29,102806,533,Employed,9,12096,120,Other,116,0.027864286494144,4,0,0.09560493785444,0,Other,23,18,207997,16828,8567.16666666666,5,191169,0.358705298983811,372.440428015983,0,44
04/27/2045,27,32739,584,Self-Employed,7,8885,24,Mortgage,355,0.15570738293372,1,0,0.219913284912512,0,Other,37,21,186256,50692,2728.25,3,135564,0.211702123151589,457.304675759095,1,40.8
04/28/2045,18,38945,570,Employed,0,18297,60,Mortgage,374,0.342657682161649,2,0,0.220266235897077,0,Home,28,8,29457,5824,3245.41666666666,3,23633,0.219114279355334,504.42224279108,0,54
04/29/2045,34,97371,546,Employed,15,26423,84,Own,443,0.276994629142529,3,1,0.211894595671534,0,Home,23,12,48065,101978,8114.25,10,4249,0.284644596170143,728.423818937218,0,51
04/30/2045,33,69893,606,Employed,11,30648,24,Mortgage,409,0.306315799698205,1,3,0.204217560991146,0,Debt Consolidation,20,24,172819,26754,5824.41666666666,5,146065,0.172772799301841,1519.39297014483,1,36
05/01/2045,46,70908,629,Self-Employed,25,16481,84,Mortgage,298,0.30873735489088,2,1,0.284489646871625,0,Home,24,8,45694,14912,5909,3,30782,0.199649901116122,365.633022353697,1,42.4
05/02/2045,42,35129,563,Employed,20,15418,36,Mortgage,725,0.0821930451245332,5,1,0.182224026039809,0,Home,20,15,53394,2394,2927.41666666666,5,51000,0.250627408550314,613.528724940949,0,54
05/03/2045,25,42448,544,Employed,2,40725,60,Own,587,0.427732536602099,2,1,0.654154332041423,0,Debt Consolidation,25,17,18658,20500,3537.33333333333,5,4493,0.285995124851608,1282.77612413635,0,60
05/04/2045,35,45271,616,Employed,13,40099,60,Own,1109,0.149645009292995,3,0,0.38713714562156,0,Home,17,12,108497,25827,3772.58333333333,5,82670,0.222423562249462,1113.02329631273,0,49
05/05/2045,35,70444,400,Employed,13,31216,48,Own,694,0.250970855735969,6,0,0.11016911230211,0,Auto,23,13,20781,18731,5870.33333333333,10,2050,0.287733194477245,1101.80178257663,0,50
05/06/2045,18,62810,553,Employed,0,8267,36,Rent,670,0.110729779302347,3,0,0.0990831773236899,0,Home,31,23,71841,15964,5234.16666666666,2,55877,0.24683287306833,327.311299045154,0,47
05/07/2045,28,30506,584,Unemployed,3,34010,36,Rent,1036,0.267201333014965,8,0,0.166003603588134,0,Education,27,22,25836,4419,2542.16666666666,5,21417,0.238733181054865,1332.04818914106,0,54
05/08/2045,30,103853,571,Employed,4,37137,36,Mortgage,495,0.339688983220422,4,1,0.540425264972759,0,Debt Consolidation,16,13,89333,10957,8654.41666666666,7,78376,0.196294517698771,1373.14237435699,1,44
05/09/2045,57,99168,610,Employed,35,12686,48,Mortgage,219,0.115818595884676,3,2,0.338537690736774,0,Auto,27,6,40579,70638,8264,4,10078,0.2432232,415.850647688143,0,51
05/10/2045,42,28029,604,Employed,16,28381,60,Rent,471,0.347370855567029,0,0,0.181566470067097,0,Home,26,7,183509,8470,2335.75,3,175039,0.237624230300842,812.554632797959,0,46
05/11/2045,47,38414,641,Employed,23,12922,24,Rent,280,0.210319815709411,1,1,0.265274546247119,0,Other,19,9,278021,44005,3201.16666666666,4,234016,0.161092119062109,633.375823043519,1,37.6
05/12/2045,22,39173,611,Employed,2,13795,24,Mortgage,257,0.732763557935073,2,2,0.424408984412371,0,Home,24,25,28394,17830,3264.41666666666,6,10564,0.194891464091247,698.669695867823,0,56
05/13/2045,54,80380,613,Employed,34,55615,84,Rent,220,0.36155748687239,1,1,0.138687191390648,0,Education,18,3,249810,7245,6698.33333333333,1,242565,0.246470836839606,1395.18185056532,0,45
05/14/2045,55,45309,684,Employed,34,40021,60,Mortgage,656,0.268256556664961,3,1,0.13671354259142,0,Debt Consolidation,29,7,380805,25943,3775.75,2,354862,0.200305929191791,1060.99308752426,0,46
05/15/2045,18,26164,564,Self-Employed,0,40761,24,Mortgage,269,0.40394284376178,3,2,0.0709311346870736,0,Debt Consolidation,27,14,118430,41283,2180.33333333333,8,77147,0.251269868838932,2178.07444403092,0,54
05/16/2045,31,79699,559,Employed,10,17322,60,Mortgage,344,0.19038815060478,3,2,0.270376853491096,0,Home,25,18,75467,37541,6641.58333333333,6,37926,0.262186891527893,520.873803601986,1,40.8
05/17/2045,45,65378,605,Employed,26,18955,60,Mortgage,481,0.374837715322561,3,1,0.513612513398154,1,Debt Consolidation,32,4,107241,15816,5448.16666666666,2,91425,0.245003591850261,550.81573148449,0,74
05/18/2045,47,15000,537,Employed,25,34370,24,Mortgage,454,0.132255395541978,1,2,0.116851052167241,0,Home,33,23,37875,14706,1250,5,23169,0.261735876510063,1854.67931147314,0,51
05/19/2045,31,84537,428,Employed,12,20611,24,Rent,354,0.204901212313685,3,1,0.294897867683457,0,Auto,21,7,166786,10036,7044.75,5,156750,0.250796187109236,1100.86393601186,1,38.4
05/20/2045,36,21208,513,Unemployed,16,18209,72,Other,322,0.402604904534815,5,2,0.164934907242122,0,Debt Consolidation,25,2,31107,144653,1767.33333333333,6,1323,0.269305902660229,512.288653897665,0,60
05/21/2045,32,28894,515,Employed,11,31147,36,Rent,799,0.0948697001463757,5,2,0.12679769555322,0,Debt Consolidation,16,6,31590,43334,2407.83333333333,4,1648,0.231402303805713,1207.96936760039,0,53
05/22/2045,41,46238,613,Employed,18,33257,96,Mortgage,257,0.241154802617188,7,1,0.386579016897165,0,Auto,31,22,66949,9316,3853.16666666666,5,57633,0.264847783723278,836.928432330033,0,56
05/23/2045,54,45662,628,Employed,29,11410,72,Rent,649,0.442855623000852,5,0,0.120206927717065,0,Auto,12,19,158496,49567,3805.16666666666,2,108929,0.208147417866642,278.716985631724,0,45
05/24/2045,30,30191,585,Employed,6,13779,72,Rent,478,0.192150363307847,4,1,0.267465905591979,0,Home,32,26,38644,50791,2515.91666666666,7,6647,0.24322746222651,365.46178390047,0,52
05/25/2045,52,32399,632,Employed,32,29591,36,Mortgage,488,0.439843184560029,3,0,0.162967713731395,1,Education,19,29,24985,9219,2699.91666666666,8,15766,0.231868488627587,1148.34312023938,0,61
05/26/2045,30,57130,601,Employed,8,13502,108,Rent,573,0.541331590706705,6,1,0.686692508921845,0,Auto,18,23,88386,12738,4760.83333333333,4,75648,0.277043009344151,340.679132736658,0,54
05/27/2045,29,15818,593,Employed,6,16538,60,Rent,379,0.219953273882909,2,2,0.561096423343558,0,Home,26,25,11916,7330,1318.16666666666,2,4586,0.247260590319667,482.759749656012,0,60
05/28/2045,49,36007,631,Employed,27,29751,36,Mortgage,463,0.333874830630109,4,0,0.59681455753186,0,Home,23,13,49282,10486,3000.58333333333,0,38796,0.205476833006234,1113.97354037202,0,62
05/29/2045,51,73998,600,Employed,29,20486,72,Rent,250,0.226239202573814,2,0,0.245211839320789,0,Auto,25,10,678900,56832,6166.5,2,622068,0.249916592818446,551.730167249711,1,32.8
05/30/2045,50,59027,607,Employed,31,44772,60,Rent,334,0.24213336437331,1,0,0.289776956273865,0,Home,28,22,32550,13749,4918.91666666666,1,18801,0.19914811125474,1184.06294932132,0,49
05/31/2045,24,30657,567,Employed,4,7106,48,Rent,503,0.21248890088087,5,0,0.419550795990373,0,Home,26,13,56024,108838,1350.08333333333,3,7743,0.225911853257085,226.169083292305,0,57
06/01/2045,34,15000,609,Unemployed,12,17903,60,Mortgage,791,0.189124773505905,1,2,0.174807814349971,0,Debt Consolidation,30,29,61347,441411,1250,5,8654,0.22470644267331,499.263987786029,0,51
06/02/2045,49,26392,645,Employed,31,22709,96,Mortgage,468,0.0918570465294658,3,0,0.44013132189853,0,Auto,28,27,318831,13742,2199.33333333333,5,305089,0.254356730016805,555.515051753507,0,48
06/03/2045,40,15000,583,Employed,16,22047,96,Rent,358,0.254748380311166,4,0,0.033013290145408,0,Auto,21,16,15261,23269,1250,3,10572,0.225664100694569,497.841927875534,0,52
06/04/2045,27,49874,565,Unemployed,7,12547,60,Mortgage,397,0.229957451475599,1,1,0.176724038580469,0,Debt Consolidation,23,29,61357,13931,4156.16666666666,4,47426,0.208019787313895,338.042365630625,0,54
06/05/2045,45,42111,615,Employed,21,13377,36,Other,258,0.113311904366996,0,0,0.213731967715505,0,Home,21,13,72784,456724,3509.25,10,8481,0.212807433250219,505.909650274385,0,49
06/06/2045,31,30910,529,Employed,7,93690,84,Rent,135,0.414474989214829,4,0,0.155817816279599,0,Home,21,2,25852,4720,2575.83333333333,6,21132,0.381731261340997,3211.74956000307,0,56
06/07/2045,61,76107,577,Employed,40,54349,36,Own,703,0.127276766969997,2,1,0.211502123504253,0,Education,28,5,369775,7417,6342.25,6,362358,0.274915096078134,2233.16560825242,0,47
06/08/2045,58,108990,624,Employed,33,22728,120,Own,468,0.470702226467902,2,3,0.215494639801927,0,Home,22,26,15040,4471,9082.5,9,10569,0.307346283946272,611.519414511803,0,49
06/09/2045,47,58032,627,Employed,23,46337,84,Rent,295,0.0430679513783677,6,1,0.115747626806458,0,Education,26,4,10052,14321,4836,5,8693,0.255894103177231,1190.38386853577,0,49
06/10/2045,56,47058,570,Employed,34,8905,84,Own,582,0.19544401669255,4,0,0.361468414475978,0,Home,18,5,123240,5462,3921.5,11,117778,0.232471788932452,215.517874943998,0,52
06/11/2045,40,35675,615,Employed,18,10286,72,Rent,266,0.0877954779478209,1,1,0.503368754341838,0,Other,18,6,133671,26742,2972.91666666666,5,106929,0.232176333355044,265.933518545089,0,53
06/12/2045,49,33931,616,Employed,24,11376,72,Mortgage,399,0.144697134380143,8,2,0.213433445986712,0,Education,15,25,48007,31080,2827.58333333333,8,16927,0.225855688494217,289.802204005288,0,49
06/13/2045,57,61220,552,Employed,34,24202,36,Rent,452,0.505424254920541,2,2,0.238225643644113,0,Home,30,14,105638,6500,5101.66666666666,3,99138,0.192797304780707,890.575634465044,1,40.8
06/14/2045,42,87228,625,Employed,17,23629,36,Own,328,0.585878174543763,5,1,0.0541981522459412,0,Home,30,21,493650,37168,7269,4,456482,0.206461032987956,885.93645812439,1,32.8
06/15/2045,36,23041,535,Employed,18,30115,12,Mortgage,628,0.259712307053587,3,1,0.608883181504892,0,Debt Consolidation,14,6,80254,99449,1920.08333333333,3,1249,0.218458012240857,2816.36033028533,0,68
06/16/2045,19,23477,570,Employed,0,12897,24,Own,301,0.162187915548923,1,2,0.478481363226989,0,Debt Consolidation,19,11,124738,11304,1956.41666666666,7,113434,0.181278981225374,644.66842817149,0,53
06/17/2045,39,45937,596,Employed,20,40119,72,Own,443,0.358186195242404,3,0,0.228259806655627,0,Home,22,9,31269,27520,3828.08333333333,3,3749,0.264755031981849,1117.29804921992,0,54
06/18/2045,49,15000,577,Employed,27,41808,48,Rent,460,0.368713777584142,3,0,0.351769881406648,0,Auto,31,18,18471,3095,1250,6,15376,0.24438571634378,1373.17401340361,0,62
06/19/2045,51,63886,594,Employed,27,11481,36,Rent,275,0.313254581412166,4,0,0.289170713811465,0,Other,32,26,48951,26075,5323.83333333333,6,22876,0.19181774258866,421.903668384638,1,41.6
06/20/2045,46,88833,514,Employed,20,19727,96,Mortgage,485,0.0920368908498583,1,0,0.49322916759157,0,Education,18,29,122274,35072,7402.75,7,87202,0.279588564552837,516.186932349058,1,41.6
06/21/2045,33,247516,658,Employed,12,23297,60,Rent,584,0.489942144213555,2,2,0.299080625930693,0,Debt Consolidation,22,12,307881,35216,20626.3333333333,3,272665,0.190717688242974,605.257390838112,1,31.2
06/22/2045,18,39864,566,Employed,0,21571,36,Mortgage,1299,0.0785246710329074,4,1,0.130669259025887,0,Auto,22,28,47547,41198,3322,6,6349,0.218045958594926,821.627284972278,0,50
06/23/2045,34,80261,580,Employed,12,16114,60,Mortgage,366,0.165214474416456,4,0,0.199365899933805,0,Auto,23,21,11250,29998,6688.41666666666,1,5895,0.233225541089536,457.252464991991,0,54
06/24/2045,36,39752,582,Employed,15,21279,72,Rent,466,0.12365122443025,5,1,0.30468086745777,0,Other,22,15,27364,30644,3312.66666666666,6,9067,0.218682909968316,532.996555541642,0,54
06/25/2045,36,121934,531,Employed,12,35437,60,Mortgage,534,0.425989601603418,2,0,0.376229353965282,0,Home,15,22,52046,28068,10161.1666666666,4,23978,0.248360233614999,1036.71891830114,1,42.4
06/26/2045,47,42015,565,Employed,25,14551,60,Rent,426,0.38355202311791,1,0,0.400150857454407,0,Auto,20,7,34873,16332,3501.25,3,18541,0.233856768236518,413.430261372111,0,58
06/27/2045,63,83523,650,Employed,40,34632,48,Rent,490,0.156456521831156,4,2,0.265048027092268,0,Auto,17,24,13603,23303,6960.25,4,9201,0.1857401149132,1027.73213110623,0,44
06/28/2045,41,67957,578,Employed,17,7656,60,Own,1504,0.228477609344487,2,2,0.239903289629319,0,Education,18,12,25173,15951,5663.08333333333,2,9222,0.213588303396852,208.668886642731,1,41.6
06/29/2045,37,62442,625,Employed,15,24518,36,Mortgage,361,0.295779265236891,0,1,0.33497373989226,0,Home,26,8,63805,29956,5203.5,5,33849,0.222726684404068,939.815569024796,0,52
06/30/2045,36,28926,586,Employed,15,41043,84,Rent,214,0.513674504475241,2,2,0.0549280219994728,0,Home,24,18,60005,18686,2410.5,6,41319,0.295915327363685,1162.28932796023,0,53
07/01/2045,41,26537,597,Employed,19,30803,60,Mortgage,480,0.197036501892829,1,2,0.482070236162053,0,Education,23,5,71731,31105,2211.41666666666,6,40626,0.203939596679343,822.857943430179,0,59
07/02/2045,30,82949,533,Employed,9,18410,72,Own,889,0.139858641325984,3,1,0.417418972014412,0,Home,23,12,43473,2802,6912.41666666666,5,40671,0.243894093128647,489.03815903897,0,54
07/03/2045,41,55602,603,Unemployed,18,19820,60,Other,800,0.54893266485204,1,1,0.269884179812984,0,Education,13,16,126284,33421,4633.5,3,92863,0.229082983303595,557.691391832236,0,51
07/04/2045,45,44725,483,Employed,21,5531,36,Mortgage,590,0.262182611155882,2,2,0.145019829624777,0,Auto,24,18,140103,72412,3727.08333333333,8,67691,0.277388603303348,228.002388691614,0,49
07/05/2045,42,74797,531,Employed,22,22314,120,Mortgage,1000,0.147719194209055,7,2,0.211651099742397,0,Debt Consolidation,24,18,21342,119236,6233.08333333333,2,1343,0.336874639320647,649.857968915978,0,51
07/06/2045,45,104100,535,Employed,26,22610,24,Mortgage,242,0.144320796686736,0,0,0.0975224854557053,0,Home,24,12,62304,19757,8675,4,42547,0.2262484921205,1179.95349113115,1,38.4
07/07/2045,45,63627,561,Self-Employed,22,14385,48,Rent,284,0.146494955346131,4,1,0.127638180224224,0,Debt Consolidation,35,20,12637,10229,5302.25,6,2408,0.183108,424.899172005312,1,41.6
07/08/2045,18,50153,546,Employed,0,29625,60,Mortgage,268,0.323260372225066,3,2,0.0859102062591812,0,Auto,15,12,20916,2807,4179.41666666666,4,18109,0.267710225830895,900.55906260518,0,56
07/09/2045,47,37444,656,Employed,24,15792,36,Mortgage,582,0.492140443365476,5,1,0.557577995868851,0,Home,22,16,121344,22699,3120.33333333333,3,98645,0.145613292434517,544.048537380559,1,41.6
07/10/2045,31,44518,427,Employed,8,79839,60,Mortgage,429,0.260910424444535,2,0,0.149944071982261,0,Debt Consolidation,19,3,167230,17526,3709.83333333333,3,149704,0.357626694538015,2872.60653676293,0,50
07/11/2045,26,16615,583,Employed,8,15690,48,Mortgage,341,0.160078743708399,4,0,0.32739200806629,0,Debt Consolidation,21,8,82749,15796,1384.58333333333,4,66953,0.225078415576806,498.666291337372,0,54
07/12/2045,26,57518,432,Employed,2,20459,72,Rent,545,0.206371647628381,2,2,0.214743083633114,0,Home,25,29,73483,3907,4793.16666666666,2,69576,0.322842867087578,645.930412372009,0,50
07/13/2045,45,54448,475,Employed,25,9605,72,Rent,318,0.367270057385331,8,2,0.2658356711884,0,Home,22,9,33555,30177,4537.33333333333,5,3378,0.289519326862092,282.500080391578,0,53
07/14/2045,37,29344,458,Employed,15,14285,48,Rent,226,0.143625007928739,2,2,0.0870356358268529,0,Auto,31,9,56087,7521,2445.33333333333,7,48566,0.32058236412159,531.586132006538,0,52
07/15/2045,19,49910,609,Employed,0,19908,72,Mortgage,243,0.29660924139071,3,1,0.110168850020128,0,Debt Consolidation,24,25,278114,21717,4159.16666666666,3,256397,0.224732279495937,505.818260035188,1,33.6
